cáhnshì,ca2hnshi1,.mp3
cáhntōk,ca2hnto3k,.mp3
cǎhnzɑ̄,ca7hnzaf3,.mp3
cáhnzhì,ca2hnzhi1,.mp3
cáhnzhìè,ca2hnzhie1,.mp3
cāhnzhìè,ca3hnzhie1,.mp3
càhsì,ca1hsi1,.mp3
cāhsì,ca3hsi1,.mp3
cāhsī,ca3hsi3,.mp3
càhsū',ca1hsu3_g,.mp3
càhthʉ̄',ca1htuu3_g,.mp3
cák,ca2k,.mp3
càk,ca1k,.mp3
cǎk,ca7k,.mp3
cāk,ca3k,.mp3
càkàlà,ca1ka1la1,.mp3
càklɑ̀,ca1klaf1,.mp3
cǎkmōh,ca7kmo3h,.mp3
cákncà',ca2knca1_g,.mp3
cákngà',ca2knga1_g,.mp3
cákngǎ'njá'zū,ca2knga7_gnja2_gzu3,.mp3
cákngǎ'nzhwìàwū,ca2knga7_g_nzhwia1_wu2,.mp3
càknì,ca1kni1,.mp3
cákntèn,ca2knte1n,.mp3
cākntèn,ca3knte1n,.mp3
cákwū,ca2kwu3,.mp3
cám,ca2m,.mp3
càm,ca1m,.mp3
cām,ca3m,.mp3
cǎmcǎm,ca7mca7m,.mp3
cámkò,ca2mko1,.mp3
cámnā,ca2mna3,.mp3
cāmnā,ca3mna3,.mp3
càmndát,ca1mnda2t,.mp3
cámndʉ̄ɑ̄,ca2mnduuaf3,.mp3
cǎmngə̀',ca7mngeu1_g,.mp3
cǎmngwè',ca7mngwe1_g,.mp3
cāmnshʉ̀',ca3mnshuu1_g,.mp3
cámnzhì,ca2mnzhi1,.mp3
cámpè'è,ca2mpe1_ge1,.mp3
cāmshʉ̀',ca3mnshuu1_g,.mp3
càmsì,ca1msi1,.mp3
cáp,ca2p,.mp3
cāp,ca3p,.mp3
cápkò,ca2pko1,.mp3
cápnā,ca2pna3,.mp3
cāpnā,ca3pna3,.mp3
cáp-pè'è,ca2pe1_ge1,.mp3
câptēlɑ̄,ca5pte3laf3,.mp3
câptēnɑ̄,ca5pte3naf3,.mp3
càt,ca1t,.mp3
cāt,ca3t,.mp3
cātnòk,ca3tno1k,.mp3
cátnshì,ca2tnshi1,.mp3
cātsī,ca3tsi3,.mp3
cɔ̀,co_star_1,.mp3
cɔ̌ɔ̄nə̀ə̀,co_star_1_o_star_3_neu11,.mp3
cɔ̀nə̀ə̀,co_star1_neu11,.mp3
cə̀',ceu1_g,.mp3
cə̄',ceu3_g,.mp3
cə̀'fī,ceu1_gfi3,.mp3
cə̌'nkàp,ceu7_gnka1p,.mp3
cə̂b,ceu5b,.mp3
cə̂bsì,ceu5bsi1,.mp3
cə̄bsì,ceu3bsi1,.mp3
cə̄bsī,ceu3bsi3,.mp3
cə̀ə̀,ceu11,.mp3
cə̄ə̄,ceu33,.mp3
cə́ə́nzèn,ceu2nze1n,.mp3
cə̄ə̄nzèn,ceu33nze1n,.mp3
cèh,ce1h,.mp3
cēh,ce3h,.mp3
céhwū,ce2hwu3,.mp3
cên,ce5n,.mp3
cēn,ce3n,.mp3
cēnɑ̄,ce3naf3,.mp3
cěnkwēn,ce7nkwe3n,.mp3
cēnsī,ce3nsi3,.mp3
cə́nzèn,ceu2nze1n,.mp3
cɛ̀h,cai1h,.mp3
cī,ci3,.mp3
cìà,cia1,.mp3
cìcàh,ci1ca1h,.mp3
cìcǎh,ci1ca7h,.mp3
cícāt,ci2ca3t,.mp3
cícātlɑ̄,ci2ca3tlaf3,.mp3
cìcēn,ci1ce3n,.mp3
cìcò',ci1co1_g,.mp3
cīcō'ò,ci3co3_go1,.mp3
cìè,cie1,.mp3
cīē',cie3_g,.mp3
cìì,ci11,.mp3
cīī,ci33,.mp3
cīmɑ̄nkò',ci3maf3nko1_g,.mp3
cìncēn,ci1nce3n,.mp3
cò,co1,.mp3
cō,co3,.mp3
cò',co1_g,.mp3
cô',co5_g,.mp3
cō',co3_g,.mp3
cò' kāhā,co1_g_ka3ha3,.mp3
cô'fʉ̀,co5_gfuu1,.mp3
có'mfɑ̀',co2_gmfaf1_g,.mp3
cō'mfɑ̀',co3_gmfaf1_g,.mp3
cō'nàk,co3_gna1k,.mp3
cō'ncāt,co3_gnca3t,.mp3
cō'ndhī,co3_gndhi3,.mp3
cô'ndù',co5_gndu1_g,.mp3
cô'ndʉ̄ɑ̄,co5_gnduuaf3,.mp3
cò'ngāp,co1_gnga3p,.mp3
có'nkhù,co2_gnkhu1,.mp3
cō'nkhù,co3_gnkhu1,.mp3
cǒ'nsè',co7_gnse1_g,.mp3
cǒ'nsə̀',co7_gnseu1_g,.mp3
có'nshù,co2_gnshu1,.mp3
cô'nshù,co5_gnshu1,.mp3
cò'ò,co1_go1,.mp3
cǒ'sè',co7_gse1_g,.mp3
cǒ'sə̀',co7_gseu1_g,.mp3
cō'sī,co3_gsi3,.mp3
cô'tēnɑ̄,co5_gte3naf3,.mp3
có'vàm,co2_gva1m,.mp3
có'vǎmnkɑ̀',co2_gva7mnkaf1_g,.mp3
có'vàp,co2_gva1p,.mp3
còb,co1p,.mp3
còh,co1h,.mp3
côh,co5h,.mp3
cōh,co3h,.mp3
cōhnā,co3hna3,.mp3
cōhnɛ̄,co3hnai3,.mp3
cōhshwīī,co3hshwii3,.mp3
còhsì,co1hsi1,.mp3
côhsì,co5hsi1,.mp3
cōhsì,co3hsi1,.mp3
cōhsī,co3hsi3,.mp3
cōhsípɑ̀',co3hsi2paf1_g,.mp3
cōhthʉ̄,co3hthuu3,.mp3
còk,co1k,.mp3
cókāp,co2ka3p,.mp3
cōkwàà,co3kwaa1,.mp3
còmɑ̀,co1maf1,.mp3
còmnə̀ə̀,co1mneu11,.mp3
cômsì,co5msi1,.mp3
cōmsì,co3msi1,.mp3
cōmsī,co3msi3,.mp3
cónshì,co2nshi1,.mp3
còò,coo1,.mp3
cǒò,co7o1,.mp3
cōōpō,coo3po3,.mp3
cóp,co2p,.mp3
còp,co1p,.mp3
cōp,co3p,.mp3
cópkwà'sì,co2pkwa1_gsi1,.mp3
cóplīē',co2plie3_g,.mp3
cōplīē',co3plie3_g,.mp3
cópndʉ̄ɑ̄,co2pnduuaf3,.mp3
cōpndʉ̄ɑ̄,co3pnduuaf3,.mp3
cǒpngə̀',co7pngeu1_g,.mp3
cōpngòp,co3pngo1p,.mp3
cǒpngwè',co7pngwe1_g,.mp3
cópntīē,co2pntie3,.mp3
cōpnzhì,co3pnzhi1,.mp3
cóp-pè'è,co2pe1_ge1,.mp3
cōp-pè'è,co3pe1_ge1,.mp3
cópsí,co2psi2,.mp3
còpsì,co1psi1,.mp3
cōpsī,co3psi3,.mp3
cōptū,co3ptu3,.mp3
cōptúzēn,co3ptu2ze3n,.mp3
cópwū,co2pwu3,.mp3
cópzʉ̀',co2pzuu1_g,.mp3
cōpzʉ̀',co3pzuu1_g,.mp3
cōsīē,co3sie3,.mp3
cù,cu1,.mp3
cù',cu1_g,.mp3
cǔ',cu7_g,.mp3
cū',cu3_g,.mp3
cù'lə̀ə̀,cu1_gleu11,.mp3
cù'sì,cu1_gsi1,.mp3
cū'sì,cu3_gsi1,.mp3
cū'sī,cu3_gsi3,.mp3
cʉ̀cɑ̄',cuu1caf3_g,.mp3
cʉ̄cɑ̄ɑ̄,cuu3caff3,.mp3
cʉ̀càk,cuu1ca1k,.mp3
cʉ̀cə̀ə̀,cuu1ceu11,.mp3
cùcòò,cu1coo1,.mp3
cùcù,cu1cu1,.mp3
cwā',cwa3_g,.mp3
cwàà,cwaa1,.mp3
cwāā,cwaa3,.mp3
cwāàhnā,cwa5hna3,.mp3
cwàákhù,cwa1a2khu1,.mp3
cwàǎkhù,cwa1a7khu1,.mp3
cwàànkə̀ə̀,cwaa1nkeu11,.mp3
cwàāntīē,cwa1a3ntie3,.mp3
cwàānù,cwa1a3nu1,.mp3
cwàànzhì,cwaa1nzhi1,.mp3
cwààsì,cwaa1si1,.mp3
cwâh,cwa5h,.mp3
cwāh,cwa3h,.mp3
cwâhmbō,cwa5hmbo3,.mp3
cwâhnā,cwa5hna3,.mp3
cwâhnkò',cwa5hnko1_g,.mp3
cwáhnshǐnɑ̄h,cwa2hnshi7naf3h,.mp3
cwāhnshǐnɑ̄h,cwa3hnshi7naf3h,.mp3
cwâhntū',cwa5hntu3_g,.mp3
cwâhnzī,cwa5hnzi3,.mp3
cwâhsī,cwa5hsi3,.mp3
cwâhsīēndʉ̄ɑ̄,cwa5hsie3nduuaf3,.mp3
cwâhtèn,cwa5hte1n,.mp3
cwâhwū,cwa5hwu3,.mp3
cwǎkhù,cwa7khu1,.mp3
cwǎnù,cwa7nu1,.mp3
cwát,cwa2t,.mp3
cwàt,cwa1t,.mp3
cwǎt,cwa7t,.mp3
cwátcwát,cwa2tcwa2t,.mp3
cwè',cwe1_g,.mp3
cwē',cwe3_g,.mp3
cwè'fī,cwe1_gfi3,.mp3
cwě'nkàp,cwe7_gnka1p,.mp3
cwē'sɑ̄'ngwè',cwe3_gsaf3_gngwe1_g,.mp3
cwēē,cwee3,.mp3
cwééncà',cwee2nca1_g,.mp3
cwééndhʉ̀,cwe22ndhuu1,.mp3
cwēēsī,cwee3si3,.mp3
cwēh,cwe3h,.mp3
cwèn,cwe1n,.mp3
cwɛ̀ɛ̀,cwai11,.mp3
cwɛ̄ɛ̀nɛ̄,cwai3ai1nai3,.mp3
cwɛ̀ɛ̄ntīē,cwai1ai3ntie3,.mp3
cwɛ̀ɛ̀nzhì,cwai11nzhi1,.mp3
cwɛ̄h,cwai3h,.mp3
cwɛ̂hnkò',cwai5hnko1_g,.mp3
cwɛ̄hnshǐnə̄h,cwai3hnshi7neu3h,.mp3
cwɛ̂nɛ̄,cwai5nai3,.mp3
cwɛ̂tèn,cwai5hte1n,.mp3
cwì',cwi1_g,.mp3
cwī',cwi3_g,.mp3
cwícwít,cwi2cwi2t,.mp3
cwít,cwi2t,.mp3
cwītōk,cwi3to3k,.mp3
cwέhnshǐnə̄h,cwai2hnshi7neu3h,.mp3
dhì,dhi1,.mp3
dhī,dhi3,.mp3
dhì',dhi1_g,.mp3
dhǐngòò,dhi7ngoo1,.mp3
dhìshʉ́ɑ́',dhi1shuuaf2_g,.mp3
dhìshʉ̄ɑ̄',dhi1shuuaf3_g,.mp3
dhǐshʉ̄ɑ̄',dhi3shuuaf3_g,.mp3
dhù,dhu1,.mp3
dhʉ̌,dhuu7,.mp3
dhʉ̄,dhuu3,.mp3
dhʉ̌nzhwè,dhuu7nzhwie1,.mp3
dhʉ̌sʉ̄ʉ̄,dhuu7suu33,.mp3
dì',di1_g,.mp3
dī',di3_g,.mp3
dì'sì,di1_gsi1,.mp3
dìà,dia1,.mp3
dìàkɑ̀ɑ̀,dia1kaff1,.mp3
dìbà',di1ba1_g,.mp3
dìdì,di1di1,.mp3
dīdīē,di1die3,.mp3
dìdìì,di1dii1,.mp3
dìdìmōō,di1di1moo3,.mp3
dhìdhǐmōō,di1di17moo3,.mp3
dīē,die3,.mp3
dīē',die3_g,.mp3
díé'mō',die2_gmo3_g,.mp3
dīēkɑ́lǎ',die3kaf2la7_g,.mp3
dīēkɑ́lā',die3kkaf2la3_g,.mp3
dīēmbwèn,die3bwe1n,.mp3
dìèndàk,die1nda1k,.mp3
dīh,di3h,.mp3
dīhī,di3hi3,.mp3
díí,dii2,.mp3
dìì,dii1,.mp3
dīī,dii3,.mp3
dīīsī,dii3si3,.mp3
dìmōō,di1moo3,.mp3
dìpà',di1pa1_g,.mp3
dìpʉ̀ɑ̀,di1puuaf1,.mp3
dìpʉ̀ɑ̀nshì,di1puuaf1nshi1,.mp3
dìpʉ̀ɑ̀sɑ̄'ngwè',di1puuaf1saf3_gngwe1_g,.mp3
dù,du1,.mp3
dū,du3,.mp3
dʉ̀',duu1_g,.mp3
dʉ̄',duu3_g,.mp3
dʉ̌'nù,duu7_gnu1,.mp3
dʉ̀ɑ̀,duuaf1,.mp3
dʉ̄ɑ̄,duuaf3,.mp3
è,e1,.mp3
ē,e3,.mp3
éè!,e2e1,.mp3
éēé!,e2e1e3,.mp3
Emɑ̄kwè',e2maf3kwe1_g,.mp3
Emɑ̄ngà',e2maf3nga1_g,.mp3
ə̀rōpà,eu1ro3pa1,.mp3
fà',fa1_g,.mp3
fā',fa3_g,.mp3
fɑ̀',faf1_g,.mp3
fà'á,fa1_ga2,.mp3
fā'á,fa2_ga3,.mp3
fɑ̌'nzhì,faf7_gnzhi1,.mp3
fā'sī,fa3_gsi3,.mp3
fɑ̄'sì,faf3_gsi1,.mp3
fɑ̄'sī,faf3_gsi3,.mp3
fá'tʉ̄ʉ̄,fa2_gtuu3,.mp3
fǎ'tʉ̄ʉ̄,fa7_gtuu33,.mp3
fàb,fa1b,.mp3
fāb,fa3b,.mp3
fàbɑ̀,fa1baf1,.mp3
fābɑ̄,fa3baf3,.mp3
fāh,fa3h,.mp3
fɑ̀h,faf1h,.mp3
fɑ̌h,faf7h,.mp3
fɑ̄h,faf3h,.mp3
fɑ̄hɑ̄,faf1haf1,.mp3
fáhghə̀ə̀,fa2hgheu11,.mp3
fáhkò,fa2hko1,.mp3
fɑ́hlə̀ə̀,faf2hleu11,.mp3
fɑ̄hlə̀ə̀,faf3hleu11,.mp3
fáhlīē',fa2hlie3_g,.mp3
fāhlīē',fa3hlie3_g,.mp3
fɑ̄hlwāā,faf3hlwaa3,.mp3
fáhmbʉ̄ɑ̄,fa2hmbuuaf3,.mp3
fɑ́hnkhʉ̄ɑ̄,faf2hnkhuuaf3,.mp3
fɑ̌hnzɑ̄,faf7hnzaf3,.mp3
fáhnzhì,fa2hnzhi1,.mp3
fāhnzhì,fa3hnzhi1,.mp3
fāhsì,fa3hsi1,.mp3
fāhsī,fa3hsi3,.mp3
fɑ̄htām,faf3hta3m,.mp3
fɑ̄htāp,faf3hta3p,.mp3
fɑ̀hvàm,faf1hva1m,.mp3
fɑ̌hvām,faf7va1m,.mp3
fàk,fa1k,.mp3
fāk,fa3k,.mp3
fákmōh,fa2kmo3h,.mp3
fǎkntōk,fa7knto3k,.mp3
fǎknù,fa7knu1,.mp3
fǎkzhínù,fa7kzhi2nu1,.mp3
fàlɑ̀,fa1laf1,.mp3
fālāngà',fa3la3nga1_g,.mp3
fàm,fa1m,.mp3
fǎm,fa7m,.mp3
fām,fa3m,.mp3
fàmɑ̀,fa1maf1,.mp3
fàmlā',fa1mla3_g,.mp3
fǎmlɑ̄',fa7mlaf3_g,.mp3
fàmmōh,fa1mmo3h,.mp3
fàmsì,fa1msi1,.mp3
fāmsī,fa3msi3,.mp3
fàn,fa1n,.mp3
fɑ̌nzāt,faf7hnza3t,.mp3
fāpāh,fa3hpa3h,.mp3
fàt,fa1t,.mp3
fāt,fa3t,.mp3
fàtcàk,fa1tca1k,.mp3
fàtlɑ̀,fa1tlaf1,.mp3
fǎtnshì,fa7tnshi1,.mp3
fátnzhwìè,fa2tnzhwie1,.mp3
fàtnzhwìè,fa1tnzhwie1,.mp3
fātnzhwìè,fa3tnzhwie1,.mp3
fátsāk,fa2tsa3k,.mp3
fàtsì,fa1tsi1,.mp3
fātsī,fa3tsi3,.mp3
fê,fe5,.mp3
fə̀,feu1,.mp3
fé'è,fe7_ge1,.mp3
fè'éfě'è,fe1_ge2fe7_ge1,.mp3
fə̀fàt,feu1fa1t,.mp3
fə̂fāt,feu5fa3t,.mp3
fèh,fe1h,.mp3
fēh,fe3h,.mp3
fə̀h,feu1h,.mp3
fə̄h,feu3h,.mp3
fə́hnkhʉ̄ɑ̄,feu2hnkhuuaf3,.mp3
fèhnʉ̀ɑ̀,fe1hnuuaf1,.mp3
fə̌hnzɑ̄,feu7hnzaf3,.mp3
féhpè'è,fe2hpe1_ge1,.mp3
fēhsī,fe3hsi3,.mp3
fə̄htāp,feu3hta3p,.mp3
fə̀mfhʉ́lɑ̄',feu1mfhuu2laf3_g,.mp3
fèn,fe1n,.mp3
fēn,fe3n,.mp3
fénmɑ̄ŋū,fe2nmaf3n_star_u3,.mp3
fēnsì,fe3nsi1,.mp3
fēnsī,fe3nsi3,.mp3
féntèn,fe2nte1n,.mp3
fénthʉ̄,fe2nthuu3,.mp3
fə̀ntʉ̀ɑ̀',feu1ntuuaf1_g,.mp3
fěn-wèn,fe7n_we1n,.mp3
fěn-yɑ̀',fe7n_yaf1_g,.mp3
fépēn,fe2hpe3n,.mp3
fépēnɑ̄,fe2hpe3naf3,.mp3
fə̀sà',feu1sa1_g,.mp3
fə̀tʉ̄sə̀',feu1tuu3seu1_g,.mp3
fěwū,fe7n_wu3,.mp3
fɛ̄h,fai3h,.mp3
fɛ̄hsī,fai3hsi3,.mp3
fhʉ́,fhuu2,.mp3
fhʉ̀,fhuu1,.mp3
fhʉ̌,fhuu7,.mp3
fhʉ̄,fhuu3,.mp3
fhʉ̀ɑ̀,fhuuaf1,.mp3
fhʉ̀ɑ̄'nthī,fhuu1af3_gnthi3,.mp3
fhʉ̀ɑ̄'zàt,fhuu1af3_gza1t,.mp3
fhʉ̀ɑ̄lù,fhuu1af3lu1,.mp3
fhʉ̀ɑ̄njīī,fhuu1af3njii3,.mp3
fhʉ̄ɑ̄nzhīī,fhuuaf3njii3,.mp3
fhʉ̀fɑ́htū,fhuu1faf2htu3,.mp3
fhʉ̀fàt,fhuu1fa1t,.mp3
fhʉ̀fə́htū,fhuu1feu2htu3,.mp3
fhʉ̀fhʉ̀,fhuu1fhuu1,.mp3
fhʉ̌fhʉ̌mɑ̄kàk,fhuu7fhuu7maf3ka1k,.mp3
fhʉ̀fhʉ̀pēn,fhuu1fhuu1pe3n,.mp3
fhʉ́lɑ̄',fhuu2laf3_g,.mp3
fhʉ̀lɑ̀',fhuu1laf1_g,.mp3
fhʉ̀lwāā,fhuu3lwaa3,.mp3
fhʉ́mbɑ̀ɑ̀,fhuu2mbaff1,.mp3
fhʉ̀mbèè,fhuu1mbee1,.mp3
fhʉ̀ndʉ̄ɑ̄,fhuu1nduuaf3,.mp3
fhʉ́nə̀ə̀,fhuu2neu11,.mp3
fhʉ̀ní,fhuu1ni2,.mp3
fhʉ̀nì,fhuu1ni1,.mp3
fhʉ̀njìà,fhuu1njia1,.mp3
fhʉ̀nzhìà,fhuu1nzhia1,.mp3
fhʉ̀sì,fhuu1si1,.mp3
fhʉ̄sī,fhuu3si3,.mp3
fhʉ́sīē,fhuu2sie3,.mp3
fhʉ́tèn,fhuu2te1n,.mp3
fhʉ́wèn,fhuu2we1n,.mp3
fhʉ́wū,fhuu2wu3,.mp3
fì,fi1,.mp3
fī,fi3,.mp3
fì',fi1_g,.mp3
fī',fi3_g,.mp3
fí'mfī',fi2_gmfi3_g,.mp3
fí'nshì,fi2_gnshi1,.mp3
fí'pūh,fi2_gpu3h,.mp3
fí'pʉ̄h,fi2_gpuu3h,.mp3
fì'sì,fi1_gsi1,.mp3
fī'sī,fi3_gsi3,.mp3
fí'tèn,fi2_gte1n,.mp3
fíá,fia2,.mp3
fīā,fia3,.mp3
fíáfíá,fia2fia2,.mp3
fíáfīā,fia2fia3,.mp3
fīālɑ̄,fia3laf3,.mp3
fīāt,fia3t,.mp3
fīātlɑ̄,fia3tlaf3,.mp3
fīātsì,fia3tsi1,.mp3
fīātsī,fia3tsi3,.mp3
fìè,fie1,.mp3
fīē,fie3,.mp3
fìè',fie1_g,.mp3
fìè'nzhì,fie1_gnzhi1,.mp3
fìènkàk,fie1nka1k,.mp3
fíénzī,fie2nzi3,.mp3
fīfī,fi3fi3,.mp3
fífíá,fi2fia2,.mp3
fífíáfíá,fi2fia1fia2,.mp3
fífíáfíát,fi2fia1fia2t,.mp3
fífīāt,fi2fia3t,.mp3
fífíí,fi2fii2,.mp3
fìfīī,fi1fii3,.mp3
fīfīī,fi3fi33,.mp3
fìfííndʉ̄ɑ̄,fi1fii2nduuaf3,.mp3
fìfííntīē,fi1fii2ntie3,.mp3
fīfīmbèèfī,fi3fi3mbee1fi3,.mp3
fīfīpíínkwèlè',fi3fi3pii2nkwe1le1_g,.mp3
fìh,fi1h,.mp3
fìhnʉ̀ɑ̀,fi1hnuuaf1,.mp3
fīī,fii3,.mp3
fìíkwén,fi7nkwe3n,.mp3
fìíkwéndʉ̄ɑ̄,fi7kwe2nduuaf3,.mp3
fííndʉ̄ɑ̄,fii2nduuaf3,.mp3
fìíndʉ̄ɑ̄,fi1i2nduuaf3,.mp3
fīīsī,fi33si3,.mp3
fínjòò,fi2njo11,.mp3
fīnjòò,fi3njo11,.mp3
fínthʉ̄,fi2nthuu3,.mp3
fíntīē,fi2ntie3,.mp3
fīnū,fi3nu3,.mp3
fīsì,fi3si1,.mp3
físòh,fi2so1h,.mp3
fît,fi5t,.mp3
fīt,fi3t,.mp3
fíwū,fi2wu3,.mp3
flàŋsī,fla1n_star_si3,.mp3
flāwà,fla3wa1,.mp3
fòb,fo1b,.mp3
fōb,fo3b,.mp3
fòbɑ̄làk,fo1baf3la1k,.mp3
fòbsì,fo1bsi1,.mp3
fóh,fo2h,.mp3
fôh,fo5h,.mp3
fōh,fo3h,.mp3
fóh ngō',fo2hngo3_g,.mp3
fóhkò,fo2hko1,.mp3
fóhmbʉ̄ɑ̄,fo2hmbuuaf3,.mp3
fōhmbʉ̄ɑ̄,fo3hmbuuaf3,.mp3
fōhnì,fo3hni1,.mp3
fōhsī,fo3hsi3,.mp3
fóhzhìè,fo2hzhie1,.mp3
fòm,fo1m,.mp3
fòmsì,fo1msi1,.mp3
fòp,fo1p,.mp3
fǒp,fo7p,.mp3
fǒplɑ̄',fo7plaf3_g,.mp3
fòpsì,fo1psi1,.mp3
Frǎdê,fra7de5,.mp3
fʉ̀,fuu1,.mp3
fʉ̄,fuu3,.mp3
fʉ̀',fuu1_g,.mp3
fʉ̌',fuu7_g,.mp3
fʉ̄',fuu3_g,.mp3
fʉ̂'kò,fuu5_gko1,.mp3
fʉ̌'ngə̀',fuu7_gngeu1_g,.mp3
fʉ́'nkhʉ̄ɑ̄,fuu2_gnkhuuaf3,.mp3
fʉ́'nshwī,fuu2_gnshwi3,.mp3
fʉ̄'sɑ̀ɑ̀,fuu3_gsaf11,.mp3
fʉ́'sàp,fuu2_gsa1p,.mp3
fʉ̌'sāp,fuu7_gsa3p,.mp3
fʉ̀'sì,fuu1_gsi1,.mp3
fʉ̄'sī,fuu3_gsi3,.mp3
fʉ́'tʉ̄ʉ̄,fuu2_gtuu33,.mp3
fʉ̄'ʉ́mbà',fuu3_guu2mba1_g,.mp3
fʉ́'vōbɑ̄,fuu2_gvo3baf3,.mp3
fùà,fua1,.mp3
fūā,fua3,.mp3
fʉ́ɑ́,fuuaf2,.mp3
fʉ̀ɑ̀,fuuaf1,.mp3
fʉ̄ɑ̄,fuuaf3,.mp3
fʉ̀ɑ̀',fuuaf1_g,.mp3
fʉ̀ɑ̄'ncāt,fuu1af3_gnca3t,.mp3
fʉ̀ɑ̀'ndə̂'ndʉ̄ɑ̄,fuuaf1_gndeu5_gnduuaf3,.mp3
fʉ̀ɑ̄'nshì,fuu1af3_gnshi1,.mp3
fʉ̀ɑ̄'nthī,fuu1af3_gnthi3,.mp3
fʉ̀ɑ̀'sì,fuuaf1_gsi1,.mp3
fʉ̀ɑ̀'sǐnzhì,fuuaf1_gsi7nzhi1,.mp3
fʉ̀ɑ̀'síwū,fuuaf1_gsi2wu3,.mp3
fʉ̀ɑ̄'zàt,fuu1af3_gza1t,.mp3
fùàlə̀ə̀,fua1leu11,.mp3
fʉ́ɑ́mbìè,fuuaf2mbie1,.mp3
fʉ́ɑ́nsā',fuuaf2nsa3_g,.mp3
fʉ̀ɑ̀ntēē,fuuaf1ntee3,.mp3
fūāsī,fua3si3,.mp3
fʉ̀ɑ̀sì,fuuaf1si1,.mp3
fʉ̄ɑ̄sì,fuuaf3si1,.mp3
fʉ̄ɑ̄sī,fuuaf3si3,.mp3
fʉ́ɑ́wū,fuuaf2wu3,.mp3
fʉ̀fɑ́htū,fuu1faf2htu3,.mp3
fʉ̀fɑ́htūsɑ̄'ngwè',fuu1faf2htu3saf3_gngwe1_g,.mp3
fʉ̀fàt,fuu1fa1t,.mp3
fʉ̀fāt,fuu1fa3t,.mp3
fʉ̂fāt,fuu5fa3t,.mp3
fʉ̀fàtcàk,fuu1fa1tca1k,.mp3
fʉ̀fátndhī,fuu1fa2tndhi3,.mp3
fʉ̀fə́htū,fuu1feu2htu3,.mp3
fʉ̀fʉ̄,fuu1fuu3,.mp3
fʉ̀fʉ́'ʉ̀,fuu1fuu2_guu1,.mp3
fùfùà,fu1fua1,.mp3
fʉ̀fùà,fuu1fua1,.mp3
fʉ̀fʉ̀ɑ̀,fuu1fuuaf1,.mp3
fʉ̂lə̀ə̀,fuu5leu11,.mp3
fʉ̄mɑ̄,fuu3maf3,.mp3
fʉ̀ndʉ̄ɑ̄,fuu1nduuaf3,.mp3
fʉ̂ndʉ̄ɑ̄,fuu7nduuaf3,.mp3
fʉ̀nì,fuu1ni1,.mp3
fʉ̀sà',fuu1sa1_g,.mp3
fʉ̀sì,fuu1si1,.mp3
fʉ̀ʉ̀,fuu11,.mp3
fʉ̄ʉ̄,fuu33,.mp3
fʉ̀vàm,fuu1va1m,.mp3
fwàà,fwaa1,.mp3
ghà',gha1_g,.mp3
ghǎ',gha7_g,.mp3
ghā',gha3_g,.mp3
